From Node ID,To Node ID,Weight
1050,15723,1
1050,17105,1
1050,15553,1
1050,15576,1
1050,16584,1
1050,18105,1
1050,18098,1
1050,16749,1
1050,17390,1
1050,16753,1
1050,17339,1
1050,15876,0
1050,17087,1
1050,17945,1
1050,16120,1
1050,16739,1
1050,15897,0
1050,16559,1
1050,17235,1
1050,15765,1
1050,16527,1
1050,16221,1
1050,16916,1
1050,18190,-1
1050,16219,1
1050,17962,1
1050,15896,1
1050,17813,1
1050,15908,1
1050,16271,1
1050,15946,1
1050,16732,1
1050,15820,1
1050,17028,1
1050,17506,1
1050,15861,1
1050,16303,1
1050,17247,1
1050,17762,1
1050,17911,1
1050,15748,1
1050,15568,1
1050,17684,0
1050,15705,1
1050,17972,-1
1050,15999,1
1050,17368,1
1050,18189,1
1050,18022,-1
1050,16899,0
1050,18110,-1
1050,18126,-1
1050,15709,1
1050,17676,0
1050,16685,1
1050,16733,1
1051,17455,1
1051,18154,1
1051,16414,1
1051,18466,1
1051,18157,1
1051,17897,1
1051,18216,1
1051,18801,1
1051,16951,1
1052,16183,1
1052,16632,1
1052,16086,1
1052,16073,1
1052,17037,1
1053,17273,1
1053,18584,1
1053,18492,1
1053,18948,1
1053,17583,1
1053,17584,1
1054,17797,1
1054,19086,1
1054,18469,1
1054,18421,1
1054,18520,1
1055,17212,1
1055,18080,1
1055,17702,1
1055,17024,1
1055,17701,1
1055,17910,1
1055,17359,1
1056,18644,1
1056,18560,1
1056,18881,1
1056,19037,1
1056,18521,1
1056,19047,1
1056,18965,1
1056,18792,1
1056,18653,1
1056,19099,1
1057,17815,1
1057,16690,1
1057,17805,1
1057,16786,1
1057,17342,1
1057,17738,1
1058,18133,1
1058,18126,1
1058,17912,1
1058,18139,1
1058,17934,1
1058,17997,0
1058,17811,1
1058,18023,1
1058,16761,1
1058,17953,1
1058,17846,-1
1058,16762,1
1058,17591,1
1058,17360,1
1059,15798,1
1059,16190,1
1059,16019,0
1059,15814,1
1059,16189,1
1059,16265,1
1059,16538,1
1059,15813,1
1059,15816,1
1059,19070,1
1059,16633,1
1059,16490,1
1059,15973,1
1059,15969,1
1059,15815,1
1059,16031,1
1059,18250,1
1059,16188,1
1059,16913,1
1059,16008,1
1059,19067,1
1059,16191,1
1059,16564,1
1060,15915,1
1060,16011,1
1060,17004,1
1060,17980,0
1060,16655,1
1060,16370,1
1060,17526,1
1060,16633,1
1061,16201,1
1061,16414,1
1061,18830,0
1061,15635,1
1061,18165,1
1062,17310,1
1062,18004,1
1062,17460,1
1062,17704,1
1062,17139,1
1063,18686,1
1063,18703,1
1063,18567,1
1063,18588,1
1063,18719,1
1063,18869,1
1063,18947,1
1063,18549,1
1063,18846,1
1063,19030,1
1063,18769,1
1064,16267,1
1064,17550,1
1064,16121,1
1064,16781,1
1064,15589,1
1064,16606,-1
1064,17342,1
1064,17107,1
1064,17146,1
1065,15642,1
1065,18704,1
1065,18075,1
1065,15983,1
1065,17103,1
1065,17157,1
1065,16425,1
1065,18558,1
1065,17526,1
1065,18372,1
1065,17340,1
1065,17141,1
1065,17093,1
1065,18007,1
1066,17775,1
1066,18036,1
1066,17962,-1
1066,17972,1
1066,17934,1
1066,17024,1
1067,18172,-1
1067,17431,-1
1067,16138,1
1067,15592,1
1067,17649,1
1067,15619,1
1067,16685,1
1067,18121,1
1067,17764,0
1067,17699,-1
1067,17684,-1
1068,17259,1
1068,17374,1
1068,15972,1
1068,17828,1
1068,16732,1
1068,17021,1
1068,17200,1
1068,16803,1
1068,17134,1
1068,17679,1
1068,17268,1
1068,15549,1
1069,18664,1
1069,17911,1
1069,17339,1
1069,18678,1
1069,16554,1
1069,17176,1
1070,16487,1
1070,17482,1
1070,16416,1
1070,17045,1
1070,16105,1
1070,16448,0
1070,16272,1
1070,16283,1
1070,16470,-1
1070,18310,1
1070,18180,1
1070,16059,1
1070,16638,1
1070,15799,1
1071,17449,0
1071,17597,1
1071,17612,0
1071,15895,1
1071,17151,1
1072,18121,1
1072,16881,1
1072,18106,1
1072,18101,1
1072,17494,0
1073,16434,1
1073,17151,1
1073,17590,-1
1073,16337,1
1073,17597,1
1073,17657,1
1073,17521,1
1073,17450,1
1074,15565,0
1074,15718,1
1074,15574,1
1074,15896,1
1074,15855,1
1074,15758,1
1074,15852,1
1074,15918,1
1074,15893,1
1074,15972,1
1074,15999,1
1074,15895,1
1074,17213,1
1074,17247,0
1074,16749,1
1074,15757,1
1074,15719,1
1074,17677,1
1074,17086,1
1074,15823,1
1074,17744,1
1074,16346,1
1074,17169,1
1074,15709,1
1074,16416,1
1074,16750,1
1074,17105,1
1074,15716,1
1074,16200,1
1074,16534,1
1074,17972,0
1074,15937,1
1074,15901,1
1074,17381,1
1074,17695,1
1074,16303,1
1075,15702,1
1075,18121,1
1075,17831,1
1075,18422,-1
1075,18340,1
1076,16508,1
1076,16704,1
1076,16401,1
1076,15758,1
1076,16507,1
1076,15628,1
1076,16173,1
1076,16359,1
1077,18862,1
1077,18720,1
1077,19073,1
1077,19049,1
1077,18817,1
1077,18908,1
1077,18836,1
1077,18788,1
1077,19107,1
1077,18935,1
1077,19015,1
1077,18802,1
1077,19098,1
1077,19103,1
1077,18777,1
1078,17436,-1
1078,18163,1
1078,17704,1
1078,17821,1
1078,17260,1
1078,17701,-1
1079,16495,0
1079,16750,0
1079,17673,0
1079,17977,0
1079,17576,0
1079,17900,1
1079,17041,1
1079,17412,0
1079,17550,1
1079,17745,0
1079,17781,0
1079,17158,1
1079,17752,0
1079,17881,0
1079,17854,0
1080,17684,0
1080,17805,1
1080,17696,1
1080,17506,1
1080,17686,1
1080,16527,1
1080,15569,1
1080,16554,1
1081,17150,1
1081,17649,1
1081,16478,1
1081,16422,1
1081,16437,1
1081,16384,1
1081,17588,1
1081,17488,1
1081,15943,1
1082,18733,1
1082,18878,0
1082,18891,1
1082,15702,1
1082,18729,1
1082,18888,-1
1082,18967,1
1082,18646,0
1083,17853,1
1083,17776,0
1083,17764,1
1083,17972,0
1083,17667,1
1083,17506,1
1083,17555,1
1083,15908,1
1083,17871,1
1083,17953,1
1083,17684,1
1083,17722,0
1083,17028,1
1083,17929,-1
1083,17247,1
1084,15709,1
1084,17226,0
1084,17298,-1
1084,16761,0
1084,17274,0
1084,15877,0
1084,17313,0
1084,17586,-1
1084,17430,-1
1084,17674,0
1084,17661,0
1084,15586,0
1084,17935,0
1084,16903,0
1084,17087,-1
1084,17317,1
1084,17235,0
1084,17676,0
1084,16762,0
1084,15906,-1
1084,17878,0
1084,17872,0
1084,17590,1
1084,17816,0
1085,17819,1
1085,16610,1
1085,18961,1
1085,18968,1
1085,18836,1
1086,15814,1
1086,16190,1
1086,16188,1
1086,16189,1
1086,16614,1
1086,15813,1
1087,16273,1
1087,17560,1
1087,16534,-1
1087,16414,1
1087,18617,1
1087,16552,-1
1088,17765,-1
1088,17767,1
1088,17761,-1
1088,17726,1
1088,15741,1
1088,17530,0
1088,16549,1
1089,15761,1
1089,17551,1
1089,17659,1
1089,17797,1
1089,17045,1
1089,15543,1
1089,17829,1
1090,15973,1
1090,16198,1
1090,18315,0
1090,18714,1
1090,16904,1
1091,18282,1
1091,18696,1
1091,17940,1
1091,18123,1
1091,18367,1
1091,17220,1
1091,17612,1
1091,17311,1
1092,17907,1
1092,16383,1
1092,16337,1
1092,16235,1
1092,16296,0
1092,15900,1
1092,17617,1
1092,16793,1
1092,18165,0
1092,18089,1
1093,18249,1
1093,18002,-1
1093,17950,1
1093,18062,0
1093,17911,1
1093,18153,1
1093,18115,-1
1093,16822,-1
1093,17663,1
1093,17755,0
1093,17497,1
1093,18165,1
1093,17884,1
1093,17845,1
1093,17510,1
1093,18440,-1
1093,17832,0
1093,18664,1
1093,18271,1
1093,18718,0
1093,18864,1
1093,18836,1
1093,18512,1
1093,17645,1
1093,18000,1
1093,18373,1
1093,18076,1
1093,18229,1
1093,18579,1
1093,18387,0
1093,18906,1
1093,18216,-1
1093,18079,-1
1093,17923,1
1093,18364,0
1093,17584,1
1093,17565,-1
1093,17972,-1
1093,17962,-1
1093,17949,1
1093,18081,1
1093,17105,1
1093,18084,1
1093,18967,1
1093,18341,1
1094,18105,1
1094,18079,0
1094,18023,0
1094,18059,1
1094,18027,1
1094,17993,1
1094,18128,1
1094,18126,1
1095,15811,-1
1095,15795,1
1095,15940,1
1095,15965,1
1095,16157,0
1095,16134,1
1095,19096,1
1095,15948,1
1095,18989,0
1095,18883,1
1096,18403,1
1096,17088,1
1096,17814,1
1096,18116,0
1096,18004,1
1096,17840,-1
1096,18433,1
1096,17774,-1
1096,17105,1
1096,18053,1
1096,17872,1
1096,18009,0
1096,17362,1
1096,18036,0
1096,18612,1
1096,16084,1
1096,18394,-1
1097,17310,1
1097,17460,1
1097,17202,1
1097,17388,1
1097,17820,1
1097,17704,1
1097,16793,-1
1097,17756,1
1097,18150,1
1097,16374,1
1097,17139,1
1097,17701,1
1097,18004,1
1098,16560,1
1098,16177,1
1098,15956,1
1098,16526,1
1098,15756,1
1098,15718,1
1098,17069,1
1098,15937,1
1099,15661,1
1099,15932,1
1099,16374,1
1099,16361,0
1099,17233,1
1099,16337,1
1099,16961,1
1099,16348,1
1099,16338,1
1099,16616,1
1099,15988,1
1099,16633,1
1099,15975,1
1099,16311,1
1100,16750,1
1100,15622,-1
1100,16708,1
1100,17590,1
1100,17220,1
1100,16881,1
1100,16155,1
1101,18080,1
1101,16602,1
1101,16594,1
1101,16232,1
1101,16341,1
1101,15925,0
1101,17704,1
1101,17402,1
1102,17651,1
1102,15691,1
1102,17565,-1
1102,16848,1
1102,16112,1
1102,16266,1
1102,16308,1
1102,16801,1
1102,17112,1
1102,15689,1
1102,16835,1
1102,15621,1
1102,15687,1
1102,15682,1
1102,16253,1
1103,17439,1
1103,18804,1
1103,17124,1
1103,16732,1
1103,17878,1
1103,18151,1
1104,18730,1
1104,18664,1
1104,18455,1
1104,18249,1
1104,18877,1
1105,16685,1
1105,16689,1
1105,17105,1
1105,17676,1
1105,15708,1
1105,15646,1
1106,17460,0
1106,17647,1
1106,17853,1
1106,17555,1
1106,17704,1
1106,17693,1
1107,18189,1
1107,18105,1
1107,18979,1
1107,18339,1
1107,18948,1
1107,18483,-1
1107,18188,1
1107,18954,1
1107,18812,1
1107,18004,1
1107,18739,0
1107,17972,1
1107,17990,1
1107,18645,1
1107,18664,1
1107,18430,1
1107,18163,0
1107,18572,1
1107,18617,1
1107,18023,1
1107,18480,1
1107,18081,1
1107,18059,1
1107,18521,1
1107,18151,-1
1107,16039,1
1107,18254,0
1107,18167,1
1107,18318,1
1107,18998,0
1107,18035,0
1107,18444,1
1107,18084,1
1107,18928,1
1107,18138,1
1107,18983,1
1107,18609,1
1107,18940,0
1107,18088,1
1107,18098,1
1107,18216,1
1107,18525,1
1107,18912,1
1107,18190,1
1107,18713,1
1107,18002,1
1107,18826,1
1107,18562,1
1107,18902,1
1107,19003,1
1107,18075,1
1107,18116,1
1107,18635,1
1107,18026,1
1107,18703,1
1107,18733,0
1107,18048,1
1107,19039,1
1107,19009,1
1107,18643,0
1107,18309,1
1107,18355,0
1107,19057,1
1107,18765,1
1107,18244,1
1107,17953,0
1107,18936,1
1107,17820,1
1107,18762,1
1107,18000,1
1107,18885,1
1107,18409,1
1107,18385,1
1107,18696,1
1107,18786,-1
1107,18118,0
1107,18476,1
1107,18937,-1
1107,18165,1
1107,17490,1
1107,18577,1
1107,18341,1
1107,18926,1
1107,18955,1
1107,18579,0
1107,18403,1
1107,17950,1
1107,16060,1
1107,18183,1
1107,18690,1
1107,18077,0
1107,18062,1
1107,18082,1
1107,18678,1
1107,18142,1
1107,18970,1
1107,18837,1
1107,16527,1
1107,18583,1
1107,18506,1
1107,18121,1
1107,18905,1
1107,18387,1
1107,18080,1
1107,18145,1
1107,18906,0
1107,18410,1
1107,18867,1
1107,18585,1
1107,18215,1
1107,18045,1
1107,18009,1
1107,18192,1
1107,18849,1
1107,18073,1
1107,18654,1
1107,18213,1
1107,18028,1
1107,17962,1
1107,18426,1
1107,18740,0
1107,17923,1
1107,18991,1
1107,18989,1
1107,18538,1
1107,18993,1
1107,18988,1
1107,18152,1
1107,18197,1
1107,18707,0
1107,18452,1
1107,18659,1
1107,18085,1
1107,18660,1
1107,18547,1
1107,17913,1
1107,15972,1
1107,18053,0
1107,18198,1
1107,18624,1
1107,17826,0
1107,18425,1
1107,18550,1
1107,17824,1
1107,18929,1
1107,18199,1
1107,18898,0
1107,19047,0
1107,18708,1
1107,18394,1
1107,18944,0
1107,18427,1
1107,18540,1
1107,17976,1
1107,17911,1
1108,17786,1
1108,18372,1
1108,18170,1
1108,18052,1
1108,17690,1
1108,18373,-1
1108,17805,-1
1108,17384,-1
1108,15669,-1
1108,17948,1
1108,17765,-1
1108,16663,1
1108,18075,-1
1108,17761,-1
1108,17823,1
1108,17145,1
1108,18026,1
1108,17972,-1
1108,17913,-1
1108,17824,-1
1108,17911,1
1108,17624,1
1108,17565,-1
1109,15844,0
1109,18034,-1
1109,18108,1
1109,18983,1
1109,17398,0
1109,16925,1
1109,18371,1
1109,18172,0
1109,16697,1
1109,18173,0
1109,15813,1
1110,17953,1
1110,17962,1
1110,17959,1
1110,17951,1
1110,18036,1
1111,17430,0
1111,16876,1
1111,17536,1
1111,15708,1
1111,17237,1
1111,17434,-1
1111,16762,1
1111,16689,1
1111,15709,1
1111,16739,1
1111,17527,1
1111,17676,1
1111,17396,0
1111,16877,1
1111,17175,1
1111,17235,1
1111,17274,1
1111,17547,1
1111,17194,1
1111,15586,0
1112,16119,1
1112,16498,1
1112,17805,1
1112,18082,-1
1112,17806,1
1112,16304,1
1112,15799,0
1112,17755,-1
1112,17368,1
1112,16268,1
1112,17761,-1
1112,17684,-1
1112,18138,1
1112,17741,1
1112,17359,-1
1112,16434,1
1112,15719,1
1112,18005,1
1112,17384,1
1112,17336,-1
1112,17531,1
1112,18425,1
1112,17663,1
1112,17259,1
1112,17665,-1
1112,17824,0
1112,16501,1
1112,18764,1
1112,17769,1
1112,15724,1
1112,16963,1
1112,16448,1
1112,17765,-1
1112,17169,1
1112,15723,1
1112,17584,0
1112,17696,-1
1112,18267,-1
1112,17479,1
1112,17706,1
1112,17811,-1
1112,18048,0
1112,17774,-1
1113,16633,1
1113,16009,1
1113,16210,1
1113,15983,1
1113,15924,1
1113,16025,1
1113,16212,1
1113,17344,1
1113,17054,1
1113,15990,1
1113,16204,1
1114,16621,1
1114,15625,0
1114,16398,1
1114,16850,1
1114,17031,0
1115,18188,1
1115,18410,1
1115,17459,1
1115,18152,0
1115,18195,-1
1115,18341,1
1115,18098,1
1115,18678,1
1116,15956,1
1116,15924,1
1116,18836,1
1116,18773,1
1116,17851,1
1116,16757,1
1116,18031,1
1117,17837,1
1117,18333,1
1117,18422,1
1117,18617,1
1117,18064,1
1117,18504,1
1118,16739,1
1118,16897,1
1118,17811,-1
1118,18022,-1
1118,16685,1
1118,17898,0
1119,17239,-1
1119,16148,-1
1119,16825,1
1119,17266,-1
1119,17463,-1
1119,16084,1
1119,16136,1
1120,19023,1
1120,18651,1
1120,19026,1
1120,18833,1
1120,18686,1
1121,16504,1
1121,16258,1
1121,15787,1
1121,15784,1
1121,17054,1
1121,16793,1
1121,15625,1
1121,15802,1
1121,16978,0
1121,16176,1
1121,17229,1
1121,18169,1
1121,16635,1
1121,15935,1
1121,16098,1
1121,15593,1
1121,16561,1
1121,16633,1
1121,17940,1
1121,16165,1
1121,17216,1
1121,16385,1
1121,16621,1
1121,17551,1
1121,16922,1
1121,17503,1
1121,17029,1
1121,18035,1
1121,15613,1
1121,15789,1
1121,16655,1
1122,16062,1
1122,16131,1
1122,17953,-1
1122,17754,-1
1122,15709,1
1122,17428,0
1123,18812,1
1123,18898,-1
1123,18988,1
1123,18967,0
1123,18838,0
1123,18529,1
1123,18547,0
1123,18643,1
1123,17366,1
1123,18932,0
1123,18775,1
1123,19041,1
1123,18713,0
1123,18855,1
1123,19106,1
1124,17767,1
1124,17357,1
1124,17752,1
1124,17623,1
1124,17757,1
1124,16080,1
1124,17053,1
1124,17764,1
1124,16435,1
1124,17212,-1
1124,15886,1
1125,18696,1
1125,18495,0
1125,15790,0
1125,18102,1
1125,15718,0
1125,15920,1
1125,18200,1
1126,18693,1
1126,18108,1
1126,17253,1
1126,17612,1
1126,18682,1
1126,18848,1
1126,18716,1
1126,18713,1
1126,18547,1
1126,18761,1
1126,18285,1
1126,18511,1
1126,18532,0
1126,18874,1
1127,15855,1
1127,17612,1
1127,17687,0
1127,17820,0
1127,17704,1
1127,17617,1
1127,17907,1
1128,17590,1
1128,17288,1
1128,17339,1
1128,17064,1
1128,17296,1
1128,17449,1
1129,15870,1
1129,16894,0
1129,17486,1
1129,17975,1
1129,17340,1
1129,17851,1
1130,17212,1
1130,17460,1
1130,17597,1
1130,17428,0
1130,17449,1
1130,17521,1
1130,16793,1
1131,16907,1
1131,17617,1
1131,17446,1
1131,15718,1
1131,16843,1
1132,16737,1
1132,17684,1
1132,17814,1
1132,15902,1
1132,17953,-1
1133,16876,1
1133,15876,1
1133,18022,1
1133,17086,0
1133,17008,0
1133,15877,1
1133,17213,1
1133,16877,0
1133,17590,1
1133,16739,1
1133,17878,1
1133,18061,1
1133,16738,1
1134,18316,1
1134,18346,1
1134,18081,1
1134,15776,1
1134,17490,1
1135,18439,1
1135,18522,1
1135,18306,1
1135,18497,1
1135,18416,1
1136,15942,1
1136,16589,1
1136,17636,1
1136,16588,1
1136,17289,1
1136,16019,1
1136,16421,1
1137,16399,1
1137,15972,1
1137,15780,1
1137,16060,1
1137,17503,1
1137,16143,1
1137,16039,1
1137,15999,1
1137,16448,1
1137,16445,1
1137,16470,1
1138,17021,1
1138,18318,1
1138,18139,1
1138,16754,1
1138,18265,1
1139,16739,1
1139,16876,1
1139,16738,1
1139,16731,1
1139,15709,1
1139,15877,1
1139,16732,1
1139,17086,1
1140,19057,1
1140,19003,1
1140,18733,1
1140,18639,1
1140,18774,1
1141,17275,1
1141,17245,1
1141,17211,1
1141,17326,1
1141,17352,0
1141,17296,1
1142,17520,-1
1142,18690,1
1142,18786,1
1142,18521,1
1142,18170,1
1143,15788,1
1143,18903,1
1143,19063,1
1143,15968,1
1143,18987,1
1144,17213,-1
1144,17785,-1
1144,17832,0
1144,17776,1
1144,17811,1
1144,17878,1
1144,17898,1
1144,17871,0
1145,18804,0
1145,18905,1
1145,18385,1
1145,18624,0
1145,18722,1
1146,15827,1
1146,16460,1
1146,16445,0
1146,16393,1
1146,15776,1
1146,15716,1
1146,15954,1
1146,15740,1
1146,17286,1
1146,17663,0
1146,15720,1
1146,15718,1
1146,16553,1
1146,15744,0
1146,17146,1
1146,16200,1
1146,15568,1
1146,17543,1
1146,16399,1
1146,17352,1
1146,15719,1
1146,17764,1
1146,17176,1
1146,17285,1
1147,17024,1
1147,17212,1
1147,17701,-1
1147,17972,-1
1147,17359,-1
1147,17953,-1
1147,17684,-1
1147,18054,-1
1147,17869,-1
1147,17590,-1
1147,17811,-1
1148,18305,1
1148,18318,1
1148,17813,1
1148,18078,0
1148,18190,1
1149,16732,1
1149,16084,1
1149,17102,1
1149,16534,1
1149,16731,1
1149,17230,-1
1149,16547,1
1149,17228,1
1149,17200,1
1149,17357,1
1149,16887,-1
1149,17317,1
1149,16549,1
1150,18116,1
1150,16856,1
1150,17335,1
1150,17442,1
1150,17073,1
1150,15590,1
1150,15855,1
1151,17352,1
1151,17947,-1
1151,17811,0
1151,17972,1
1151,16733,1
1151,17994,1
1151,18022,1
1151,17890,1
1151,15576,1
1151,17878,1
1151,17684,1
1151,17962,1
1151,17949,-1
1152,16362,1
1152,15590,1
1152,18216,1
1152,16373,1
1152,16118,1
1153,16859,1
1153,17879,1
1153,17851,1
1153,17565,1
1153,17824,1
1153,18037,1
1153,17585,1
1153,15945,1
1154,17657,1
1154,18692,1
1154,17388,0
1154,18163,0
1154,18878,1
1154,18713,-1
1154,18460,1
1154,19031,1
1155,17468,1
1155,16774,1
1155,17595,1
1155,17437,0
1155,16492,1
1156,16819,1
1156,17631,1
1156,16281,1
1156,17520,1
1156,16289,1
1156,17066,0
1156,18562,0
1156,17193,1
1156,16294,1
1156,18745,1
1156,16286,1
1156,18703,1
1156,17583,0
1156,16893,1
1156,16299,1
1156,18056,0
1156,17494,0
1156,17937,1
1157,18376,1
1157,18377,1
1157,18492,0
1157,19003,0
1157,18997,-1
1158,15590,1
1158,16499,1
1158,15758,1
1158,16770,1
1158,15605,1
1158,16173,1
1158,17653,1
1158,16339,1
1158,16125,1
1158,17316,1
1158,15856,0
1158,17208,1
1158,16490,1
1158,16716,1
1158,17750,1
1158,16124,1
1158,17801,1
1158,15943,1
1158,15895,1
1158,16126,1
1158,15846,1
1158,15596,1
1158,15751,1
1158,16098,1
1158,18216,1
1158,17372,1
1158,15896,1
1158,17678,1
1158,18892,1
1158,16369,1
1158,18228,1
1158,16082,1
1158,15558,1
1158,15633,1
1158,16427,1
1158,17799,1
1158,15629,1
1158,15542,1
1158,15914,1
1158,16226,0
1158,16321,1
1158,15604,1
1158,17903,1
1158,16392,1
1158,15842,1
1158,16391,1
1158,15588,1
1158,16072,0
1158,16358,1
1158,15593,1
1158,16155,1
1158,17387,1
1158,17066,1
1158,16664,1
1158,15945,1
1158,16046,1
1158,16663,1
1158,16346,1
1158,16334,1
1158,15956,1
1158,18074,1
1158,16913,1
1158,15818,1
1158,16538,1
1158,16658,0
1158,16281,1
1158,16146,1
1158,16468,1
1158,16008,1
1158,18320,1
1158,16628,1
1158,17500,1
1158,17232,1
1158,15640,1
1158,15597,1
1158,17800,1
1158,16679,1
1158,15804,1
1158,17561,1
1158,16395,1
1158,15923,1
1158,16428,1
1158,15589,1
1158,15549,1
1158,16177,1
1158,16182,1
1158,17115,1
1158,16438,1
1158,15915,1
1158,16675,1
1158,17809,1
1158,16645,0
1158,17546,1
1158,17837,1
1158,16994,1
1158,16242,1
1158,16267,1
1159,16906,1
1159,16311,1
1159,16177,1
1159,16267,1
1159,16593,1
1159,15851,0
1159,16576,1
1159,15625,1
1159,17325,1
1159,17142,1
1159,16338,1
1159,16257,1
1159,16575,1
1159,16256,1
1159,16330,1
1159,17224,1
1159,17060,0
1159,16419,1
1159,17108,1
1159,16449,0
1159,16961,1
1159,16348,1
1159,16185,1
1159,16927,1
1159,16504,1
1159,16201,1
1159,15638,1
1159,15719,1
1159,17233,1
1159,16204,1
1159,17805,1
1159,16931,1
1159,15674,1
1159,17344,1
1159,16193,1
1159,16519,0
1159,16334,1
1159,16329,1
1160,18978,1
1160,18851,1
1160,18471,1
1160,18837,1
1160,18613,1
1160,18230,1
1160,18529,0
1161,17268,1
1161,17496,1
1161,17630,-1
1161,17420,0
1161,17486,1
1162,16726,1
1162,17104,1
1162,15712,1
1162,18733,-1
1162,16492,1
1163,19057,1
1163,18989,1
1163,19095,1
1163,19020,1
1163,18988,1
1163,18993,1
1163,19014,1
1164,18246,-1
1164,17264,1
1164,17449,1
1164,17389,1
1164,16793,1
1164,17929,1
1164,18116,0
1164,17147,1
1165,17229,-1
1165,16289,-1
1165,17153,-1
1165,17151,1
1165,17066,1
1166,18551,1
1166,18270,1
1166,17731,1
1166,17932,1
1166,18204,1
1167,17680,-1
1167,17579,1
1167,17411,1
1167,17565,-1
1167,17752,-1
1168,17797,1
1168,16337,1
1168,18356,1
1168,18893,1
1168,18838,1
1168,16095,1
1169,15709,1
1169,17832,-1
1169,17972,-1
1169,18073,-1
1169,17235,-1
1169,15565,1
1169,16888,-1
1169,18022,-1
1169,18168,-1
1169,15646,1
1169,18190,1
1169,16689,1
1169,18198,-1
1169,16735,1
1169,17890,-1
1169,18222,-1
1169,15574,1
1169,18115,-1
1169,15584,-1
1169,17038,1
1170,18530,1
1170,18048,-1
1170,18322,1
1170,18055,1
1170,18663,1
1170,18830,1
1171,16501,1
1171,18081,1
1171,18064,1
1171,17820,1
1171,17590,1
1171,16448,1
1172,16954,1
1172,15812,1
1172,15864,1
1172,18515,1
1172,18714,1
1172,16189,1
1172,17108,1
1172,15543,1
1172,18520,0
1172,15824,1
1172,16049,1
1172,15816,1
1172,15806,1
1172,18323,0
1172,18237,1
1172,16338,1
1173,17486,1
1173,18836,1
1173,16648,1
1173,18979,-1
1173,18028,1
1174,17809,-1
1174,17860,1
1174,18085,-1
1174,18163,-1
1174,18427,-1
1175,18738,-1
1175,18513,-1
1175,18411,-1
1175,18640,1
1175,18924,1
1176,18098,1
1176,17575,0
1176,17211,1
1176,15696,1
1176,17663,0
1176,18081,1
1176,17187,0
1176,17531,1
1176,16554,1
1176,18416,-1
1176,18188,1
1176,18440,0
1176,16088,1
1176,18197,0
1176,18410,1
1176,17911,1
1176,17625,0
1176,18216,1
1176,17755,1
1176,17741,1
1176,17884,1
1176,17021,1
1176,18271,1
1176,18387,0
1176,18426,0
1176,18364,0
1176,17490,1
1176,18213,0
1176,17339,1
1176,17935,0
1176,17275,1
1177,18513,1
1177,18994,1
1177,18968,1
1177,18411,1
1177,18990,1
1177,18567,1
1177,19000,1
1177,18980,0
1177,18974,1
1177,18896,0
1177,18975,1
1177,18984,0
1177,18893,1
1177,18437,1
1177,18555,1
1177,18738,1
1177,18421,1
1177,18977,1
1177,18661,-1
1177,18927,1
1177,18872,1
1177,18956,1
1177,18947,1
1177,18981,0
1177,18882,1
1177,19013,0
1177,18910,1
1177,18959,1
1177,18671,1
1177,18640,0
1177,18942,1
1177,15658,1
1177,18617,0
1178,17911,1
1178,16705,1
1178,17779,1
1178,17950,1
1178,18747,1
1178,16709,1
1178,16554,1
1178,18081,1
1179,17031,1
1179,16816,1
1179,16098,1
1179,17694,1
1179,17792,1
1180,15915,1
1180,16854,-1
1180,16939,0
1180,16647,1
1180,17140,0
1180,18670,-1
1180,15913,1
1180,15912,0
1180,15716,1
1180,16615,1
1180,15911,-1
1180,16651,1
1180,18055,1
1181,16361,0
1181,18064,1
1181,16149,0
1181,16217,1
1181,18004,1
1181,15888,1
1181,16102,1
1181,17657,1
1181,17429,0
1181,17631,1
1181,17228,1
1181,17193,1
1181,17436,1
1181,17932,1
1181,18482,1
1181,17612,1
1181,16066,1
1181,18120,1
1181,15598,0
1181,17704,1
1182,16118,1
1182,17651,1
1182,16324,1
1182,16045,1
1182,17875,0
1183,17590,0
1183,17359,-1
1183,17521,-1
1183,17212,1
1183,17597,0
1184,18175,0
1184,15590,1
1184,17210,1
1184,16176,1
1184,16290,1
1184,15616,1
1184,17292,1
1184,18584,1
1184,18550,0
1184,16325,1
1184,16200,1
1184,17691,0
1184,15588,1
1184,18058,0
1184,16295,1
1184,18821,0
1184,17675,1
1184,18688,0
1184,15823,1
1184,18378,1
1184,15589,1
1184,17158,1
1184,18285,1
1184,18279,1
1184,18888,1
1184,16988,1
1184,16957,1
1184,17344,0
1184,15633,-1
1184,18732,1
1184,16948,1
1185,17972,-1
1185,17147,0
1185,17811,1
1185,17774,-1
1185,16739,1
1186,17546,1
1186,17359,-1
1186,17428,1
1186,16501,1
1186,16470,1
1186,16448,1
1186,17521,1
1187,16091,1
1187,16090,1
1187,18606,1
1187,16575,1
1187,16338,1
1187,16326,1
1187,16329,1
1187,16542,1
1187,16337,1
1187,16315,1
1187,16092,1
1187,17073,1
1187,16185,1
1187,18031,1
1187,16066,1
1187,16506,1
1187,16156,1
1187,16312,1
1187,16209,1
1187,16534,1
1187,18602,1
1188,16140,1
1188,17357,1
1188,17366,1
1188,17331,1
1188,17164,1
1189,18358,1
1189,18422,1
1189,18147,1
1189,18364,1
1189,18341,1
1189,17831,1
1190,17450,1
1190,18928,1
1190,18547,1
1190,18150,1
1190,18885,1
1191,16385,1
1191,16330,1
1191,15655,0
1191,17132,1
1191,16875,0
1192,18567,1
